Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
31	-123.38988	56.23981	-59.83791	-219.22446	-104.94371	95.3259	8.234687	-307.60983	874.8	857.0	154999	71.626465	31.34198	287.19376	-252.00082	-72.57289	13.126417	1177.1771171092987
32	-61.254673	35.833324	-15.973196	-126.29644	-18.504608	60.55925	142.35503	-92.1174	727.1429	958.6	159999	67.73447	31.358583	265.59976	-242.86005	-68.63085	12.390495	1215.191339969635
33	-63.68999	58.240643	-7.632278	-175.26901	-38.282288	23.491053	14.506868	-73.15379	972.8	1000.0	164999	63.589664	30.254744	251.6271	-253.8224	-64.437965	11.411551	1257.0405566692352
34	-20.688803	56.967304	87.56377	-71.346146	-54.817993	38.82094	-17.056845	-166.1247	975.4	940.9	169999	60.182796	29.358559	240.79309	-247.50568	-61.0204	11.064749	1298.0227918624878
35	-50.335785	15.243627	-29.558084	-73.06902	-39.566906	68.5313	40.36407	-202.99666	1000.0	931.5	174999	57.425175	29.243711	228.34044	-242.8787	-58.292076	10.959795	1340.122210264206
36	-28.114826	38.260567	11.775813	-106.96258	19.187637	114.16961	202.35107	-193.99043	669.5	731.8	179999	57.63898	29.234118	224.25757	-240.53978	-58.614407	10.225087	1376.936282634735
37	-8.3026905	60.7825	105.99089	-65.94792	-42.93118	73.98559	113.6139	-189.02426	977.2	909.4	184999	58.94946	29.750801	225.38307	-278.7239	-59.924088	12.283211	1418.2853016853333
38	-31.769247	90.536415	138.47581	-156.34502	-34.33538	18.579052	-3.9249985	-70.91224	940.1667	912.1	189999	58.822197	29.885374	211.67285	-242.24893	-59.700783	10.689206	1459.6675381660461
39	1.4213886	81.365845	180.27003	-61.79354	-36.587257	18.25544	-5.920036	-74.22784	764.8333	1000.0	194999	57.347942	29.629084	201.58475	-260.40594	-58.194096	10.966305	1504.105994462967
40	-43.349514	24.01852	-8.402664	-74.268845	-49.695274	121.46946	108.81463	-388.23065	1000.0	971.3	199999	55.35579	29.02183	197.45622	-295.6749	-56.166336	10.838022	1551.985984325409
41	-30.962658	23.222979	-3.616048	-66.915245	-21.397043	25.899956	19.70593	-63.413254	1000.0	1000.0	204999	53.59468	28.429197	192.91954	-262.5196	-54.418175	10.265004	1597.0553061962128
42	3.6558354	83.74086	184.07356	-68.82044	34.991802	105.33566	243.76639	-56.983166	901.1667	794.3	209999	52.84024	28.62826	193.17506	-259.90512	-53.6595	11.385329	1636.7181990146637
43	21.418097	91.70516	220.35858	-58.637856	-5.340572	91.25429	227.42926	-116.796745	755.6667	792.6	214999	51.946007	28.806873	193.06657	-241.32405	-52.747837	10.414178	1673.6993691921234
44	24.546534	108.38103	235.78123	-85.98769	96.700134	118.91288	220.52234	-111.612816	809.0	725.1	219999	51.041744	29.690527	192.89612	-244.33603	-51.821564	10.290847	1704.874457359314
45	-32.564816	98.4085	154.2423	-125.2907	206.90218	30.018917	254.23988	166.67287	851.3333	516.0	224999	50.338596	29.314379	188.8335	-239.45116	-51.100048	10.354316	1733.5382134914398
46	107.1238	121.12651	220.56346	-139.92676	137.11617	58.09281	217.1645	-9.926167	428.0	633.8	229999	49.15455	28.679289	185.74258	-231.99852	-49.89653	9.52986	1761.315495967865
47	56.760517	135.19342	221.40184	-118.13425	63.83313	96.282394	177.85576	-103.66365	641.125	909.0	234999	47.840614	28.021595	185.58957	-242.70705	-48.515675	9.204161	1798.9631929397583
48	64.207405	64.82013	131.5412	-22.516369	-18.73194	35.694996	66.790794	-66.9968	916.6667	1000.0	239999	45.746708	27.943226	193.36778	-243.39879	-46.42478	8.452271	1841.7792961597443
49	44.23694	95.05946	222.30725	-57.251404	152.9312	51.439945	223.50383	81.36069	782.6667	809.0	244999	44.734173	27.716421	194.5028	-246.56764	-45.409912	8.304592	1874.9086019992828
50	163.09583	76.44841	244.87912	23.466883	101.06172	123.609535	268.14972	-84.40994	763.2857	938.5	249999	44.692535	27.539436	198.87605	-236.08153	-45.393906	8.964159	1913.139880657196
51	75.54596	103.91208	206.27747	-51.71845	135.98904	106.13021	226.88257	-47.8638	619.7143	569.3	254999	44.554623	27.327822	189.77896	-231.20425	-45.230762	8.008275	1940.93377161026
52	148.99696	83.971344	227.99744	-10.938936	99.3874	151.1198	255.3301	-207.57697	575.6	783.2	259999	44.647736	26.795954	206.34366	-208.83582	-45.34977	8.389112	1972.9626574516296
53	122.37406	93.894135	213.02998	-71.92797	135.0721	98.20037	246.59276	-13.624696	563.125	465.1	264999	46.335934	26.555288	210.23196	-223.67163	-47.132755	8.287256	2000.3562862873077
54	141.89545	87.64755	250.72253	-52.142212	94.35668	92.75801	201.80084	-48.470886	579.55554	838.4	269999	48.743435	26.151525	204.92209	-233.45502	-49.51597	8.7680645	2034.9552640914917
55	121.20638	103.04862	235.32237	-47.248585	189.57822	78.94063	275.1115	-27.275368	808.0	565.2	274999	49.293243	25.111166	210.21873	-242.8375	-49.97092	9.262914	2064.2806646823883
56	17.835138	153.471	144.0101	-261.82776	178.83273	37.2782	223.20512	113.95192	920.8	658.2	279999	47.94	24.681263	211.64641	-234.22734	-48.577187	8.551345	2093.0415024757385
57	73.72786	97.97819	208.73325	-36.807507	135.59422	87.6726	224.05186	-39.56178	575.1	522.8	284999	47.236565	24.772459	214.78531	-244.88698	-47.889267	8.876199	2119.501524925232
58	126.87989	128.78117	234.66321	-243.12129	127.742355	110.20351	297.5795	-25.030058	450.0	605.7	289999	46.999233	25.001663	220.73538	-238.31387	-47.665737	9.191392	2148.864890575409
59	77.308525	103.14445	230.65456	-124.43767	130.63841	64.66962	219.73553	20.766117	543.25	597.5	294999	47.05924	24.451633	226.33287	-238.08107	-47.708622	9.028781	2178.5739557743073
60	163.54005	90.262115	285.18567	10.096475	187.90836	61.266384	268.9955	21.046062	445.46155	396.3	299999	46.832695	24.703249	229.48637	-240.88695	-47.47377	9.226425	2202.183022737503
61	112.18344	93.71394	227.09918	-38.59763	156.38266	57.528885	231.9623	66.41733	506.1111	707.6	304999	46.412655	25.016218	230.97443	-239.3857	-47.053112	9.101764	2232.278173685074
62	107.05182	20.886621	132.86292	69.553246	199.65205	59.874046	260.37863	73.59527	962.8	643.3	309999	46.385807	25.005228	236.76213	-244.16135	-47.014454	9.546493	2263.958509683609
63	103.41256	72.61308	182.05763	16.314398	5.3449006	71.72654	192.45323	-79.344955	856.5	997.7	314999	45.909782	24.95088	235.36784	-247.81749	-46.536232	9.1917515	2306.4724695682526
64	44.899242	80.57388	223.17581	-12.265823	172.77203	58.88125	240.16273	25.209635	916.3333	607.5	319999	45.193607	25.024588	235.8847	-254.41167	-45.7899	9.435422	2340.4550523757935
65	68.21114	93.37955	188.8004	-80.55659	125.81185	78.9659	251.00212	-7.837592	711.3333	837.6	324999	44.524612	25.181578	231.39217	-250.41096	-45.1276	9.722945	2377.1137549877167
