Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
97	138.61227	130.52	280.9956	-87.34174	123.23729	112.58005	280.33426	-23.506548	326.1875	288.9	484999	60.561115	25.94476	212.87498	-328.09436	-61.171883	17.231285	5267.168026208878
98	142.58728	124.64634	282.08954	-39.70651	204.01503	90.75465	276.7389	15.104473	256.64706	414.8	489999	59.96952	26.317236	214.99968	-372.9895	-60.68197	16.221899	5304.298675775528
99	207.57321	103.54923	302.86557	-20.509653	228.21939	65.460014	288.5907	46.972816	356.2	195.0	494999	62.67979	27.229696	217.42488	-336.44147	-63.55461	17.282251	5339.1181173324585
100	207.13808	97.40447	287.79242	-51.790665	238.71533	71.808334	290.16254	31.633587	297.72223	386.0	499999	67.309296	28.049458	217.34853	-291.2437	-68.2823	18.739044	5374.625474452972
101	247.28088	84.33985	307.82867	-76.308655	185.35135	124.11895	265.39505	-166.88263	291.17648	458.8	504999	71.44081	28.335913	215.94589	-303.3495	-72.356674	19.279703	5411.6729419231415
102	192.87918	102.177216	281.64536	0.9535847	228.05222	76.17618	283.82617	28.512896	248.1579	409.5	509999	72.03374	28.57912	211.68071	-265.23218	-72.82918	20.581682	5447.235318899155
103	210.21336	93.13824	288.17847	-3.9617922	171.55196	109.08024	268.58124	-10.82656	373.7143	572.2	514999	70.68568	29.009855	210.34456	-334.0239	-71.43175	21.033863	5488.17107462883
104	184.74452	138.99974	273.00348	-169.39072	243.51578	34.13079	278.13306	159.48444	284.55554	324.4	519999	69.49965	30.553099	219.10445	-259.0458	-70.27909	20.188131	5525.169409990311
105	245.12065	61.900204	299.0169	38.513214	220.1232	96.30682	315.5272	28.099178	349.0	186.7	524999	69.02629	32.32447	218.54027	-235.14287	-69.79906	20.361921	5558.231562614441
106	210.84123	120.398445	283.9145	-167.21043	192.42902	83.63973	273.70273	-1.0825075	280.27777	494.3	529999	68.80328	32.446205	218.24796	-280.5616	-69.63661	19.397306	5594.842731714249
107	241.59155	68.81687	302.64218	-11.258573	203.03658	92.25408	302.45334	17.737192	309.8125	428.5	534999	70.34463	31.99989	215.31543	-354.33777	-71.201965	20.074818	5634.01580286026
108	256.10272	27.862978	314.11548	207.82011	192.56229	95.271515	256.24252	-13.284164	303.1875	241.1	539999	70.78274	31.92418	211.86966	-428.5311	-71.57331	21.841122	5669.654157400131
109	237.80185	63.37887	287.6944	3.6165936	156.21588	105.16551	292.81985	-53.200863	305.64706	550.6	544999	70.62385	31.416946	217.889	-437.54318	-71.44815	23.002512	5709.435678720474
110	164.9286	107.699165	284.26093	4.2332463	210.88716	80.99497	287.61163	14.336384	327.06668	500.8	549999	71.30216	31.059761	216.52911	-387.9547	-72.10953	22.852003	5749.184686660767
111	233.16942	78.66257	298.84024	11.933536	219.9567	100.23635	290.7137	23.752367	368.23077	269.9	554999	71.282394	31.27318	205.03639	-283.08374	-72.09031	22.75349	5787.5020072460175
112	211.61226	96.02083	308.66312	4.375649	193.43849	84.00648	282.01654	-8.500568	421.75	461.3	559999	71.32906	31.250362	206.31712	-272.8858	-72.133316	21.437487	5827.347560405731
113	237.93515	72.256615	301.5888	16.49641	199.06165	78.51518	276.48697	9.085067	252.5238	426.3	564999	72.12959	31.324915	203.40526	-270.2465	-72.960365	21.139614	5864.43076133728
114	227.21391	39.087097	283.75327	127.72953	131.26878	93.44819	253.21024	-63.66507	375.41666	755.2	569999	72.660675	31.129915	201.53494	-243.54655	-73.46133	21.26187	5909.96235203743
115	209.91293	62.278183	281.62115	29.505102	149.07304	147.10072	295.61325	-120.09434	378.0	356.3	574999	72.68087	30.847586	198.27852	-238.34346	-73.44242	19.024427	5949.460952997208
116	242.36032	68.09263	297.32065	23.247955	99.15663	147.24944	291.09302	-157.18718	385.3846	396.3	579999	72.06661	30.498642	203.56062	-325.50745	-72.825935	19.655235	5989.745095491409
117	245.5204	50.313942	307.7873	110.97833	125.23096	150.88974	289.7453	-125.52936	453.63635	506.5	584999	72.41178	31.074707	205.79633	-317.02744	-73.22793	17.762854	6030.991278886795
118	185.58717	145.30867	291.50153	-151.71677	163.23172	90.96566	302.77274	-10.844445	423.41666	729.8	589999	73.382614	31.171741	222.96623	-291.31516	-74.1801	19.10992	6075.6088943481445
119	214.10568	59.29624	272.96942	81.65667	65.63599	265.88092	293.73972	-535.64594	599.375	505.3	594999	72.75728	31.301798	225.45355	-261.61768	-73.51478	19.495968	6118.544847249985
120	245.68427	47.787395	288.19186	104.73731	245.628	22.680403	281.84183	212.49013	398.30768	437.2	599999	71.7018	31.122402	232.20245	-289.7642	-72.42525	18.89241	6159.012491941452
121	174.11069	106.809845	276.46106	-20.705109	248.82483	39.145306	299.06415	140.85481	508.8	506.9	604999	70.73439	31.511364	225.5814	-255.78133	-71.48958	18.428791	6201.656832933426
122	199.25995	65.489845	256.31573	52.094517	190.2344	97.55254	255.56195	-82.373764	528.8889	478.3	609999	71.7039	32.404186	223.58224	-472.59875	-72.54416	18.896662	6244.889718055725
123	187.63922	74.79464	247.54504	-15.727789	96.391335	135.25449	232.9818	-110.48969	485.6	516.5	614999	72.78161	32.211395	219.87112	-624.46783	-73.55844	19.455334	6289.173241615295
124	111.20657	131.97942	264.52856	-134.18774	133.04385	130.82767	253.31195	-116.411224	380.0	490.2	619999	71.30364	29.84013	208.61703	-672.1086	-71.947296	22.096281	6333.056623697281
125	138.16185	142.38165	280.7767	-129.6625	178.85648	75.5231	259.3281	22.112535	527.2727	557.9	624999	67.77085	27.55714	196.3374	-441.47955	-68.33733	18.427177	6378.157092094421
126	207.5754	72.69535	272.26852	20.294474	220.11722	43.65617	279.718	115.52468	431.0	394.3	629999	65.96428	27.263475	206.24045	-596.9705	-66.599815	20.103943	6419.289590120316
127	221.49596	25.123577	267.68567	173.34685	228.93594	30.996933	261.18066	172.289	437.0	306.5	634999	66.02134	27.873434	215.52821	-761.597	-66.72619	21.085276	6457.4206075668335
128	202.34192	81.652336	271.82394	-35.276398	179.77548	74.389984	253.6786	-15.053393	357.33334	478.4	639999	68.06155	29.446253	223.05438	-467.16452	-68.838524	19.108404	6496.7540764808655
129	222.49878	64.368805	276.62268	74.70649	165.51387	102.93929	267.4606	-44.83732	509.0909	710.3	644999	70.30765	31.077768	227.05739	-517.0064	-71.11831	19.074913	6541.01922082901
130	224.08205	43.535793	274.9756	142.89445	142.02182	74.21717	241.93431	24.133179	561.44446	443.0	649999	71.99247	31.501389	233.94975	-545.9154	-72.78914	22.011293	6580.986412525177
